# id	файл	заголовок	АДРЕС	ЦЕНА
I0230	KORPUS-2026-07-21_mat-kostyak.md	Контракт зоны защищает от СВОЕГО `git add -A`, но не от чужого — коммит из трёх файлов выш	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 105–108	нарушение, которое исполнитель заметил случайно, сверяя `git show --stat` уже после отчёта
I0231	KORPUS-2026-07-21_mat-kostyak.md	Заход назвал опорой папку, содержимое которой к делу не относится	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 109–112	прямые затраты малы — около 15 минут на самостоятельное извлечение семи оглавлений. Настоя
I0232	KORPUS-2026-07-21_mat-kostyak.md	Правило «модель первой строкой» жило в каноне и всё равно не сработало — дважды за одну се	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 113–116	владелец запускал заходы на глаз («я эти все запускаю на опусе»), то есть выбор модели, ра
I0233	KORPUS-2026-07-21_mat-kostyak.md	Аналитик писал адреса правок по ОТЧЁТУ предыдущего захода, а не по живому файлу — два пред	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 117–120	два действия из пяти в главной работе захода невыполнимы буквально. Буквальное исполнение 
I0234	KORPUS-2026-07-21_mat-kostyak.md	Критерий готовности предписывал вызов гейта в форме, которая печатает КРАСНЫЙ на здоровом 	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 121–124	исполнителю — один лишний прогон, он гоняет гейты ДО правок и потому знал, что красный не 
I0235	KORPUS-2026-07-21_mat-kostyak.md	Аналитик принял МИД-ФЛАЙТ за ОБРЫВ и вынес вердикт «не принят» заходу, который в этот моме	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 125–128	ложный вердикт «НЕ ПРИНЯТ» записан в дневник арки (снят задним числом, запись помечена отм
I0236	KORPUS-2026-07-21_mat-kostyak.md	«Семь уроков без цены» оказались семью уроками С ценой — гейт судил оформление, а не суть	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 129–132	гейт месяцами блокировал коммиты **чужих** заходов за несуществующий долг. Прямые последст
I0237	KORPUS-2026-07-21_mat-kostyak.md	Первая же фикстура нового гейта дала ложный зелёный — лежала вне структуры, которую скрипт	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 133–136	в этом прогоне ноль — фикстура «без цены» обязана была упасть, не упала, и это сразу выдал
I0238	KORPUS-2026-07-21_mat-kostyak.md	Фикстуры гейта заблокировали весь репозиторий — они по назначению содержат то, что гейт об	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 137–140	в первый же запуск плана коммитов хук завалил **все десять коммитов подряд**, включая тот,
I0239	KORPUS-2026-07-21_mat-kostyak.md	Аналитик четыре раза прочитал сбой ОКРУЖЕНИЯ как факт о ПРЕДМЕТЕ	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 141–144	четыре ложных прогона и почти-вывод «правило про pathspec ложно», которое аналитик уже был
I0240	KORPUS-2026-07-21_mat-kostyak.md	Аналитик убрал `git add`, приняв pathspec-коммит за самодостаточный, — и завалил все десят	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 145–148	второй запуск плана владельцем — все десять коммитов упали, теперь уже по другой причине, 
I0241	KORPUS-2026-07-21_mat-kostyak.md	Заход вписал производный факт руками — в том самом абзаце, где предупреждает, что так дела	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 149–153	три редакции одной строки, две из них с неверным составом адресов. Исполнителю Ф5 — один г
I0242	KORPUS-2026-07-21_mat-kostyak.md	Критерий готовности привязан к МЕСТУ, которое задание сам же разрешает изменить	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 154–158	решение, которое должен был принять автор захода, принимал исполнитель — в `## ПЛАН` пришл
I0243	KORPUS-2026-07-21_mat-kostyak.md	`check_view.py` зелёный на документе, чьи команды в собранном виде НЕ копипастятся	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 159–163	прямой удар по `KONSTITUCIYA §10`. Правило «пишем не число, а команду» держится ровно на т
I0244	KORPUS-2026-07-21_mat-kostyak.md	Канонный однострочник с кириллицей в regex-классе молча печатает ПУСТОТУ на машине владель	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 164–168	исполнителя спасло только то, что заход назвал ожидаемое число («на 22.07 таких 41»). Не б
I0245	KORPUS-2026-07-21_mat-kostyak.md	Верификатор отчитался находками, а не охватом — и охват пришлось восстанавливать арифметик	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 169–173	на приёмке пришлось восстанавливать охват сложением (10 + 9 + 8 = 27 исходных A-блоков — с
I0246	KORPUS-2026-07-21_mat-kostyak.md	`bootstrap_arka.py --help` заводит настоящую арку с именем «--help»	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 174–178	мусорная арка простояла в журнале ночь и попала в черновик коммита `git_zona.py plan` (cat
I0247	KORPUS-2026-07-21_mat-kostyak.md	Аналитик v2 дал в заход адреса по вторичным источникам — шестой случай класса за арку	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 179–182	~0 в этот раз — исполнитель проверил предпосылки до работы, перепутанные номера разоблачил
I0248	KORPUS-2026-07-23_vneshnie-istorii.md	Два новых артефакта («RAZBOR-klassifikacii.md», «KARTA-PROBELOV.md») по правилу проекта до	_studio/zhurnal/2026-07-23_vneshnie-istorii/kod_klassifikacia-kartoteki.md#ВОПРОСЫ, строка 119	НЕ НАЗВАНА
I0249	KORPUS-2026-07-23_vneshnie-istorii.md	Заход предписывал «дополнить дайджест baez-euler», не зная, что этот дайджест уже был вычи	_studio/zhurnal/2026-07-23_vneshnie-istorii/kod_napolnit-bazu-l1.md#ВОПРОСЫ, строка 93	НЕ НАЗВАНА
I0250	KORPUS-2026-07-23_vneshnie-istorii.md	Валидатор картотеки распознаёт id только по маске `[A-Za-z0-9_-]{2,}` и не видит кирилличе	_studio/zhurnal/2026-07-23_vneshnie-istorii/kod_napolnit-bazu-l1.md#ПЛАН, строка 73	НЕ НАЗВАНА
I0251	KORPUS-2026-07-23_vneshnie-istorii.md	Файл-заход и вся рабочая зона существовали только в основной папке репозитория (untracked)	_studio/zhurnal/2026-07-23_vneshnie-istorii/kod_polnyj-prohod-vneshnie.md#УРОКИ ФАБРИКЕ, строки 81–83	~15 минут разведки + самодеятельное решение (копирование зоны в worktree руками) + в main 
I0252	KORPUS-2026-07-23_vneshnie-istorii.md	Число находок в заголовке «КОРЗИНА B» (245) не совпадало ни с фактическим числом строк в э	_studio/zhurnal/2026-07-23_vneshnie-istorii/kod_polnyj-prohod-vneshnie.md#УРОКИ ФАБРИКЕ, строки 85–87	~10 минут выяснения, какой знаменатель охвата истинный
I0253	KORPUS-2026-07-23_vneshnie-istorii.md	1. worktree-заход отдан, пока зона была untracked только в основной папке — двойная копия	_studio/zhurnal/2026-07-23_vneshnie-istorii/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 37–41	~15 мин исполнителя на разведку + самодеятельное копирование (решение, которое исполнитель
I0254	KORPUS-2026-07-23_vneshnie-istorii.md	2. Путь коммита рвётся на мелочах — пять случаев за сессию	_studio/zhurnal/2026-07-23_vneshnie-istorii/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 42–48	минуты в каждой из ~5 итераций коммита за сессию; владелец прямо сказал «тратим миллион вр
I0255	KORPUS-2026-07-25_lekcia-1.md	Заход называет число узлов картотеки неверно (273 вместо 274)	_studio/zhurnal/2026-07-25_lekcia-1/kod_brillianty-l1.md#ВОПРОСЫ, строка 240	НЕ НАЗВАНА (сам исполнитель пишет «на выводы не влияет»)
I0256	KORPUS-2026-07-25_lekcia-1.md	Коммит зоны широким `add -- <зона>` забрал чужую незакоммиченную работу вместе со своей	_studio/zhurnal/2026-07-25_lekcia-1/kod_brillianty-l1.md#ОТЧЁТ, строки 321–323	из 4290 добавленных строк коммита собственных только 2127; остальное — чужие файлы (три фа
I0257	KORPUS-2026-07-25_lekcia-1.md	Заход требует от верификатора «сырья без вердиктов», объём которого для 736-позиционного к	_studio/zhurnal/2026-07-25_lekcia-1/kod_brillianty-l1.md#УРОКИ ФАБРИКЕ, строки 329–332	отклонение от буквы захода в обязательном гейте; охват верификации 43%, а не 100%
I0258	KORPUS-2026-07-25_lekcia-1.md	Требование регистрировать новый .md в KARTA.md §6 тем же ходом несовместимо с контрактом з	_studio/zhurnal/2026-07-25_lekcia-1/kod_brillianty-l1.md#УРОКИ ФАБРИКЕ, строки 334–337	пять документов уходят в приёмку сиротами
I0259	KORPUS-2026-07-25_lekcia-1.md	Копия захода в параллельном worktree оказалась устаревшей редакции — не содержала два из т	_studio/zhurnal/2026-07-25_lekcia-1/kod_konsolidacia-l1.md#УРОКИ ФАБРИКЕ, строки 204–206	два раздела выхода из трёх и один пункт критерия приёмки; спасла только случайность канала
I0260	KORPUS-2026-07-25_lekcia-1.md	Исключение файлов kod_ из чтения как «регенерируемых» выбрасывает секцию УРОКИ ФАБРИКЕ вну	_studio/zhurnal/2026-07-25_lekcia-1/kod_konsolidacia-l1.md#УРОКИ ФАБРИКЕ, строки 208–210	в этом прогоне ноль — потеря поймана случайно читателем соседней арки
I0261	KORPUS-2026-07-25_lekcia-1.md	Гейт «битых ссылок 0» вытаскивает любой обратно-кавыченный токен, а не только id, и ловит 	_studio/zhurnal/2026-07-25_lekcia-1/kod_konsolidacia-l1.md#УРОКИ ФАБРИКЕ, строки 212–214	две собственные правки текста сделаны ради молчания гейта, а не из-за ошибки
I0262	KORPUS-2026-07-25_lekcia-1.md	Семь секций SPEKA, на которые ссылаются карточки картотеки, физически не существуют	_studio/zhurnal/2026-07-25_lekcia-1/kod_konsolidacia-l1.md#ОТЧЁТ, строка 383	три гнезда потерь оказались прямым следствием отсутствующих секций
I0263	KORPUS-2026-07-25_lekcia-1.md	Субагент на «механическом» задании (обойти оглавление сайта) вернул выводы из аннотаций вм	_studio/zhurnal/2026-07-25_lekcia-1/kod_poisk-listochki.md#УРОКИ ФАБРИКЕ, строки 210–214	~25 минут на перепроверку и два субагентских прогона (~150 тыс. токенов), результат которы
I0264	KORPUS-2026-07-25_lekcia-1.md	Заход предписывает голый git add/commit --no-optional-locks, а корневой CLAUDE.md запрещае	_studio/zhurnal/2026-07-25_lekcia-1/kod_poisk-listochki.md#УРОКИ ФАБРИКЕ, строки 216–219	прямого ущерба нет — исполнитель выбрал канон и коммит прошёл
I0265	KORPUS-2026-07-25_lekcia-1.md	Предпосылка захода, что названные сайты (mccme.ru и вся его сеть) открываются, оказалась л	_studio/zhurnal/2026-07-25_lekcia-1/kod_poisk-listochki.md#ОТЧЁТ, строки 225–228	обход перестроен через web.archive.org с потолком скорости 7–10 с/страница; архив пять раз
I0266	KORPUS-2026-07-25_lekcia-1.md	Ось предыдущего захода (четыре лупа) не переводится один в один в ось этого захода (шесть 	_studio/zhurnal/2026-07-25_lekcia-1/kod_priruchenie-vneshnego.md#УРОКИ ФАБРИКЕ, строки 171–174	~30 позиций пересужены заново вместо того, чтобы быть забранными готовыми — порядка получа
I0267	KORPUS-2026-07-25_lekcia-1.md	Критерий охвата описывал источник через синтаксис («строки таблиц»), а часть корпуса лежит	_studio/zhurnal/2026-07-25_lekcia-1/kod_priruchenie-vneshnego.md#УРОКИ ФАБРИКЕ, строки 176–179	буквальное исполнение критерия дало бы «разность пуста» при потерянных 49 позициях (13% ко
I0268	KORPUS-2026-07-25_lekcia-1.md	Требование регистрировать новый документ в KARTA.md §6 тем же ходом снова столкнулось с ко	_studio/zhurnal/2026-07-25_lekcia-1/kod_priruchenie-vneshnego.md#УРОКИ ФАБРИКЕ, строки 181–184	второй заход подряд сдаёт документ формально сиротой
I0269	KORPUS-2026-07-25_lekcia-1.md	Заявленный охват предыдущего файла RAZMETKA-vneshnego-l1.md завышен — «21 из 21» на деле 1	_studio/zhurnal/2026-07-25_lekcia-1/kod_priruchenie-vneshnego.md#ПЛАН, строки 205–207	НЕ НАЗВАНА
I0270	KORPUS-2026-07-25_lekcia-1.md	Вердикты о картине корпуса, написанные «на ощущение», разошлись с результатом счётной кома	_studio/zhurnal/2026-07-25_lekcia-1/kod_priruchenie-vneshnego.md#ОТЧЁТ, строка 273	НЕ НАЗВАНА
I0271	KORPUS-2026-07-25_lekcia-1.md	Опубликованная в шапке выхода счётная команда стала находить собственные заголовки в своём	_studio/zhurnal/2026-07-25_lekcia-1/kod_priruchenie-vneshnego.md#ОТЧЁТ, строки 275–276	опубликованная команда была нерабочей — проверить исполнителя ею было нельзя
I0272	KORPUS-2026-07-25_lekcia-1.md	Число карточек, посчитанное командой grep -c '^id: ' (316), разошлось с числом, которое ви	_studio/zhurnal/2026-07-25_lekcia-1/kod_svedenie-i-gejty.md#УРОКИ ФАБРИКЕ, строки 175–177	карточка для гейта не существовала бы; верификатор нашёл ещё 8 теряемых парсером карточек 
I0273	KORPUS-2026-07-25_lekcia-1.md	Гейт по форме не отличает ссылку на секцию рамы от простого упоминания этой ссылки в текст	_studio/zhurnal/2026-07-25_lekcia-1/kod_svedenie-i-gejty.md#УРОКИ ФАБРИКЕ, строки 179–181	один заваленный коммит и две правки собственного текста ради молчания гейта
I0274	KORPUS-2026-07-25_lekcia-1.md	Первый прогон нового гейта дал 254 «мёртвых» ссылки на секции рамы, из них ~250 ложные — г	_studio/zhurnal/2026-07-25_lekcia-1/kod_svedenie-i-gejty.md#УРОКИ ФАБРИКЕ, строки 183–185	две трети времени фазы B ушло на отсев ложных срабатываний
I0275	KORPUS-2026-07-25_lekcia-1.md	Слияние веток потребовало чистого дерева, а в дереве лежала чужая незакоммиченная правка _	_studio/zhurnal/2026-07-25_lekcia-1/kod_svedenie-i-gejty.md#ПЛАН, строки 199–203	файл вне git и умрёт от любого git clean, если владелец не закоммитит её сам
I0276	KORPUS-2026-07-25_lekcia-1.md	Пересказ владельческих цитат в реестре потерял 5 дословных цитат из 2216 при консолидации	_studio/zhurnal/2026-07-25_lekcia-1/kod_svedenie-i-gejty.md#ОТЧЁТ, строки 322–323	5 дословных цитат владельца не найдены при независимой сверке верификатором; самая дорогая
I0277	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Рисунки делались наспех в цейтноте прошлого захода, часть переделывалась вручную по три кр	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#ЗАДАНИЕ, строки 9–10	рисунки делались наспех, часть пришлось переделывать вручную по три круга, а два бага в CS
I0278	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Незарегистрированный новый .md дал пять документов-сирот	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#ЗАДАНИЕ, строка 41	цена в пять документов-сирот
I0279	KORPUS-2026-07-27_paskal-lekcia-sborka.md	data-scenes меньше реального числа сцен и обрыв CSS-каскада на .scene-5 дожили до живой ле	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#ЗАДАНИЕ, строки 99–102	два бага дожили до живой лекции — кликер уходил на следующий слайд вместо раскрытия блюра,
I0280	KORPUS-2026-07-27_paskal-lekcia-sborka.md	rc=128 четырежды прочитан как результат вместо сбоя прав окружения	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#ЗАДАНИЕ, строка 118	rc=128 четырежды прочитан как результат — едва не откатили верное правило по ложным данным
I0281	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Голый commit без пути подмёл чужой индекс — коммит на 89 файлов вместо трёх	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#ЗАДАНИЕ, строка 224	голый commit подмёл чужой индекс — коммит на 89 файлов вместо трёх; «починка», убравшая ad
I0282	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Законный обход pre-commit не существовал в инструменте — первый коммит владельца встал на 	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#ЗАДАНИЕ, строка 232	первый же коммит владельца встал на чужом долге
I0283	KORPUS-2026-07-27_paskal-lekcia-sborka.md	render.py снимал слайды в несуществующей сцене .scene-99 — пачечный рендер показывал пусту	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#УРОКИ ФАБРИКЕ, строки 240–251	на старом деке из 15 слайдов 10 снимались с пустой доской; заходу это стоило написания сво
I0284	KORPUS-2026-07-27_paskal-lekcia-sborka.md	audit.py и render.py брали разные браузеры — штатный гейт падал трейсбеком	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#УРОКИ ФАБРИКЕ, строки 253–262	единственный гейт, ловящий переполнение текста, падает; на пробнике нашёл 3 красных слайда
I0285	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Пометка «все числа проверены перебором» в разборе относилась не ко всему документу	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#УРОКИ ФАБРИКЕ, строки 264–274	вопрос уехал бы в дек и прозвучал вслух, противореча слайду — ровно то же уже случилось на
I0286	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Рецепт глазной проверки рисунка (cairosvg + карта классов) ломается по второму разу	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#УРОКИ ФАБРИКЕ, строки 276–289	та же карта ломается по второму разу, и каждый исполнитель чинит её у себя
I0287	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Бутстрап завёл worktree без входных файлов захода, хотя контракт требовал основную папку	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal-v2.md#УРОКИ ФАБРИКЕ, строки 291–302	главные входные файлы захода не отслежены git и в worktree отсутствуют — работать в нём фи
I0288	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Незарегистрированный новый .md дал пять документов-сирот	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal.md#ЗАДАНИЕ, строка 25	цена в пять документов-сирот
I0289	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Голый commit без пути подмёл чужой индекс — коммит на 89 файлов вместо трёх	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal.md#ЗАДАНИЕ, строка 26	голый commit подмёл чужой индекс — коммит на 89 файлов вместо трёх; «починка», убравшая ad
I0290	KORPUS-2026-07-27_paskal-lekcia-sborka.md	rc=128 четырежды прочитан как результат вместо сбоя прав окружения	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal.md#ЗАДАНИЕ, строка 57	rc=128 четырежды прочитан как результат — едва не откатили верное правило по ложным данным
I0291	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Законный обход pre-commit не существовал в инструменте — первый коммит владельца встал на 	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_dek-paskal.md#ЗАДАНИЕ, строка 201	первый же коммит владельца встал на чужом долге
I0292	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Незарегистрированный новый .md дал пять документов-сирот	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ЗАДАНИЕ, строка 20	цена в пять документов-сирот
I0293	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Голый commit без пути подмёл чужой индекс — коммит на 89 файлов вместо трёх	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ЗАДАНИЕ, строка 21	голый commit подмёл чужой индекс — коммит на 89 файлов вместо трёх; «починка», убравшая ad
I0294	KORPUS-2026-07-27_paskal-lekcia-sborka.md	rc=128 четырежды прочитан как результат вместо сбоя прав окружения	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ЗАДАНИЕ, строка 38	rc=128 четырежды прочитан как результат — едва не откатили верное правило по ложным данным
I0295	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Законный обход pre-commit не существовал в инструменте — первый коммит владельца встал на 	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ЗАДАНИЕ, строка 92	первый же коммит владельца встал на чужом долге
I0296	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G7 проверял несуществующий путь src/content/*.md, а G12–G15/H6 существовали только текстом	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ПЛАН, строки 118–119	G7 не просто врёт местом на диске — он ещё и красный там, где долга нет
I0297	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Признаки-на-диске гейтов писались по памяти об инциденте, а не грепом по живым декам	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#УРОКИ ФАБРИКЕ, строки 100–103	буквальная реализация давала бы на первом же прогоне 24 ложных ❌ по G14, ❌ по G15 на всех 
I0298	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Критерий готовности требовал зелёный G7 на эталонном деке, где на самом деле настоящий дол	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#УРОКИ ФАБРИКЕ, строки 105–108	исполнитель обязан ослаблять проверку, пока единственный существующий эталон не позеленеет
I0299	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Раздел-обложка в ленте не несёт раскладки — ожидаемое вечное ложное срабатывание G7	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ВОПРОСЫ, строки 178–179	скорее всего, вечное ложное срабатывание на каждой будущей ленте
I0300	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G13/G15 краснели на деке, уже достигшем цели H6 (сцены порождаются сборкой, в src их нет)	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 225	гейт, краснеющий за достижение объявленной цели
I0301	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G15 требовал каскад CSS под data-scene-until, которого движку не нужно	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 226	НЕ НАЗВАНА
I0302	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G14 приравнивал число стадий канваса к номеру сцены и красил здоровую конструкцию	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 227	НЕ НАЗВАНА
I0303	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G12 был слеп ровно к перегруженной обложке Паскаля, ради которой заведён — content/sl-titl	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 228	счёт слов давал 0 и перегруженная обложка проходила беспрепятственно; на Паскале вылез фин
I0304	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Счёт слов G12 считал разделители (—, ·, …) словами, давая ±3 слова у порога 25	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 229	на пределе в 25 это ±3 слова из ниоткуда
I0305	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G7 рвался на здоровой ленте Паскаля пятью независимыми способами	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 230	фантомный раздел, врезка уходила в бюджет слов, формулы считались словами (до +28%), «Раск
I0306	KORPUS-2026-07-27_paskal-lekcia-sborka.md	`}` внутри TeX ломал разбор шорткатов {blur@…}, sostoyanie.py не повторял приём build_deck	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 231	{blur@2|$\binom{2n}{n}$ путей} схлопывался в мусор
I0307	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Диапазонные маркеры {@5-8} и {@-6} читались неверно — {@-6} не виделся вовсе	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 232	G14 проспал бы урок 7 на верхней границе диапазона, а G15 — дыру в каскаде
I0308	KORPUS-2026-07-27_paskal-lekcia-sborka.md	G7=N/A не влияет на код возврата — хук, судящий по exit code, пропустит дек без шага 6	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 237	НЕ НАЗВАНА
I0309	KORPUS-2026-07-27_paskal-lekcia-sborka.md	H6 считает все .scene-N без различения сгенерированного блока — цель «ноль совпадений» ста	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_gejty-shaga-6.md#ОТЧЁТ, строка 239	цель «ноль совпадений» недостижима, пока build_deck.py не начнёт помечать порождённый блок
I0310	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Незарегистрированный новый .md дал пять документов-сирот	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#ЗАДАНИЕ, строка 24	цена в пять документов-сирот
I0311	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Голый commit без пути подмёл чужой индекс — коммит на 89 файлов вместо трёх	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#ЗАДАНИЕ, строка 25	голый commit подмёл чужой индекс — коммит на 89 файлов вместо трёх; «починка», убравшая ad
I0312	KORPUS-2026-07-27_paskal-lekcia-sborka.md	rc=128 четырежды прочитан как результат вместо сбоя прав окружения	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#ЗАДАНИЕ, строка 42	rc=128 четырежды прочитан как результат — едва не откатили верное правило по ложным данным
I0313	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Законный обход pre-commit не существовал в инструменте — первый коммит владельца встал на 	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#ЗАДАНИЕ, строка 101	первый же коммит владельца встал на чужом долге
I0314	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Служебные слайды верстались руками в каждом деке, правки владельца следующей большой правк	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#ЗАДАНИЕ, строка 8	визитки нет вообще, хотя она обязана быть в каждой деке; финал переписан сборщиком «от себ
I0315	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Гейт render-identity не может ни провалиться, ни пройти — недетерминирован даже при сверке	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#УРОКИ ФАБРИКЕ, строки 113–115	получен список «различаются слайды» на трёх деках, чьи выходы байт-идентичны закоммиченным
I0316	KORPUS-2026-07-27_paskal-lekcia-sborka.md	Реестр гейтов объявил поблажку G7 закрытой, а в коде sostoyanie.py она не реализована	_studio/zhurnal/2026-07-27_paskal-lekcia-sborka/kod_sluzhebnye-slajdy.md#УРОКИ ФАБРИКЕ, строки 117–119	ложное ❌ на каждом деке новой схемы; ~10 минут проверки «не моя ли это регрессия»
